words;polarity
SUSPENSIONS;-1
SOUPÇON;-1
SUSPICIONS;-1
MÉFIANT;-1
SOUPÇONNEUSEMENT;-1
ENTACHER;-1
ENTACHÉ;-1
TAINTING;-1
TAINTS;-1
TAMPERED;-1
TENDU;-1
METTRE FIN;-1
TERMINÉ;-1
REMPLACE;-1
TERMINAISON;-1
RÉSILIATION;-1
FINATIONS;-1
TÉMOIGNER;-1
TESTIFICATION;-1
MENACE;-1
MENACER;-1
MENACÉ;-1
MENAÇANT;-1
MAJEURS;-1
DES MENACES;-1
CONTRACTION;-1
TOLÉRER;-1
TOLÉRÉ;-1
TOLERATES;-1
TOLÉRATION;-1
TOLÉRANCE;-1
TORTUEUX;-1
TORTUEUX;-1
Tragédies;-1
LA TRAGÉDIE;-1
TRAGIQUE;-1
TRAGIQUEMENT;-1
TRAUMATIQUE;-1
PROBLÈME;-1
TROUBLÉ;-1
TROUBLES;-1
TURBULENCE;-1
LA TOURMENTE;-1
INCAPABLE;-1
INACCEPTABLE;-1
UNACCEPTABLEMENT;-1
INACTIF;-1
NON ORDONNÉ;-1
UNANTICIPATED;-1
UNAPPROVED;-1
PEU ATTRAYANT;-1
NON AUTORISÉ;-1
DISPONIBILITÉ;-1
INDISPONIBLE;-1
INÉVITABLE;-1
UNAVOIDABLEMENT;-1
IGNORANT;-1
UNCOLLECTABLE;-1
UNCOLLECTED;-1
UNCOLLECBILITÉ;-1
UNCOLLECTIBLE;-1
UNCOLLECTIBLES;-1
UN COMPETITIF;-1
INACHEVÉ;-1
DÉRAISONNABLE;-1
UNCONSCIONABLEMENT;-1
INCONTRÔLABLE;-1
INCONTROLLABLEMENT;-1
INCONTRÔLÉ;-1
UNCORRECTED;-1
DEVOILER;-1
DÉCOUVERT;-1
DÉCOUVRIR;-1
UNCOVERS;-1
NON DÉRIVÉ;-1
NON REMIS;-1
UNDERCAPITALIZED;-1
SAPER;-1
SOUVENIRS;-1
UNDERCUTTING;-1
UNDERESTIMATE;-1
UNDERESTIMATED;-1
UNDERESTIMATES;-1
SOUTIEN;-1
Sous-estimation;-1
UNDERFUNDED;-1
INSUFFISANT;-1
SAPER;-1
SOUHAITÉ;-1
SOULIGNE;-1
SOUFFRANCE;-1
SOUS-PAYÉS;-1
UNDERPAYMENT;-1
UNDERPAYS;-1
UNDERPAYS;-1
UNDERPERFORMANCE;-1
UNDERPERFORMING;-1
SOUSPRODUIT;-1
UNDERPRODUCTION;-1
MINIMISER;-1
COMPRIS;-1
EUPHÉMISME;-1
ENTENSAGES;-1
COMPRENDRE;-1
COMPRENDRE;-1
UNDERUTILIZATION;-1
UNDERUTILIZED;-1
INDÉSIRABLE;-1
UNDESIRED;-1
UNDETECTED;-1
INDÉTERMINÉ;-1
NON DÉVOILÉ;-1
SANS PAPIERS;-1
INDU;-1
TROP;-1
UNECONOMIQUE;-1
PEU RENTABLE;-1
UNÉCONOMIQUEMENT;-1
SANS EMPLOI;-1
CHÔMAGE;-1
IMMORAL;-1
UNITHIQUEMENT;-1
UNEXCUSED;-1
INATTENDU;-1
UNEXPECTÉE;-1
INJUSTE;-1
INJUSTEMENT;-1
DÉFAVORABLE;-1
Sans équivoque;-1
IMPRATICABLE;-1
INAPTE;-1
INAPTITUDE;-1
UNFORESEEABLE;-1
IMPRÉVU;-1
MALHEUREUX;-1
MALHEUREUSEMENT;-1
SANS FONDEMENT;-1
HOSTILE;-1
FONCTIONNÉ;-1
NON FONDÉ;-1
NON INSURÉ;-1
UNINTENDED;-1
INVOLONTAIRE;-1
INVOLONTAIREMENT;-1
INJUSTE;-1
INJUSTIFIABLE;-1
UNJUSTIFIABLY;-1
INJUSTIFIÉ;-1
Injustement;-1
UNKNOWING;-1
UNKNOWINGLY;-1
ILLICITE;-1
ILLÉGALEMENT;-1
UNLICENSED;-1
NON LIQUIDÉ;-1
UNMARKETABLE;-1
NON NÉCESSAIRE;-1
INUTILE;-1
DÉBUTÉ;-1
IMPOSSIBLE À OBTENIR;-1
INOCCUPÉ;-1
NON PAYÉ;-1
UNPERFORMED;-1
IMPRÉVU;-1
IMPOPULAIRE;-1
UNPREDICTABILITY;-1
IMPRÉVISIBLE;-1
UNPRÉDICALEMENT;-1
IMPRODUCTIF;-1
PEU RENTABLE;-1
SANS RÉSERVE;-1
IRRÉALISTE;-1
DÉRAISONNABLE;-1
UNREASONABLENESS;-1
UNREASONABLY;-1
UNRECOVERABLE;-1
NON RÉCUPÉRÉ;-1
NON RÉMUNÉRÉ;-1
NON FIABLE;-1
UNREMEDIED;-1
NON DÉCLARÉ;-1
NON RÉSOLU;-1
TROUBLES;-1
PEU SÛR;-1
UNSALABLE;-1
INVENDABLE;-1
UNSATISFACTORY;-1
INSATISFAIT;-1
UNSAVORY;-1
UNSCHEDULED;-1
INVENDU;-1
UNSOUND;-1
INSTABLE;-1
DÉCHARGÉ;-1
INFRUCTUEUX;-1
UNSUCCESSEMENT;-1
INSUFFISANCE;-1
INAPPROPRIÉ;-1
UNSUITABLEMENT;-1
INAPTE;-1
INCERTAIN;-1
INSOUPÇONNÉ;-1
UNSUSPECTING;-1
UNSTAISSABLE;-1
INTENABLE;-1
PRÉMATURÉ;-1
MENSONGE;-1
MENSONGER;-1
À TOUCHEMENT;-1
MENSONGE;-1
UNTRUTHS;-1
INUTILISABLE;-1
INDÉSIRABLE;-1
INJUSTIFIÉ;-1
IMPORTUN;-1
UNWILLING;-1
RÉTICENCE;-1
DÉRANGÉ;-1
URGENCE;-1
URGENT;-1
USURAIRE;-1
USURPER;-1
USURPED;-1
USURE;-1
USURPS;-1
USURE;-1
VANDALISME;-1
VERDICT;-1
VERDICTS;-1
VETOED;-1
VICTIMES;-1
VIOLER;-1
VIOLÉE;-1
VIOLATES;-1
VIOLATION;-1
VIOLATION;-1
VIOLATIONS;-1
VIOLATIVE;-1
VIOLATEUR;-1
VIOLATEURS;-1
LA VIOLENCE;-1
VIOLENT;-1
VIOLEMMENT;-1
VICIER;-1
VICIÉ;-1
VITICE;-1
VITIER;-1
VICIATION;-1
ANNULÉ;-1
ANNULATION;-1
VOLATIL;-1
VOLATILITÉ;-1
Vulnérabilités;-1
VULNÉRABILITÉ;-1
VULNÉRABLE;-1
VULNERABLY;-1
PRÉVENIR;-1
AVERTI;-1
ATTENTION;-1
AVERTISSEMENTS;-1
WARNS;-1
PERDU;-1
GASPILLEUR;-1
GASPILLAGE;-1
FAIBLE;-1
AFFAIBLIR;-1
FAIBLÉ;-1
AFFAIBLISSEMENT;-1
FAIBLE;-1
PLUS FAIBLE;-1
Le plus faible;-1
FAIBLEMENT;-1
LA FAIBLESSE;-1
FAIBLESSES;-1
DÉLIBÉRÉMENT;-1
DES SOUCIS;-1
INQUIÉTER;-1
INQUIÉTANT;-1
PIRE;-1
EMPIRER;-1
REMISE;-1
DÉTÉRIORATION;-1
WORSENS;-1
PIRE;-1
WORTHLESS;-1
ÉCRIRE;-1
RISQUES;-1
ÉCRIRE;-1
RISQUES;-1
FAUX;-1
MÉFAIT;-1
WRONGDOINGS;-1
INJUSTIFIÉ;-1
INJUSTEMENT;-1
À TORT;-1
